EMP Data Retrieved ,,,,,,,
Programs selected = ,,,,,,,
,,,,,,,
,,,,,,,
Row #,STATION_ID,STATION NAME,RESULT_ID,DATE,VALUE,QAQC Flag,READING_TYPE
1239,30,(D24A)  Rio Vista,1299,8/1/2021 21:30,1.94,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1240,30,(D24A)  Rio Vista,1299,8/1/2021 21:45,2.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1241,30,(D24A)  Rio Vista,1299,8/1/2021 22:00,2.14,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1242,30,(D24A)  Rio Vista,1299,8/1/2021 22:15,2.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1243,30,(D24A)  Rio Vista,1299,8/1/2021 22:30,1.98,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1244,30,(D24A)  Rio Vista,1299,8/1/2021 22:45,1.9,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1245,30,(D24A)  Rio Vista,1299,8/1/2021 23:00,1.95,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1246,30,(D24A)  Rio Vista,1299,8/1/2021 23:15,1.9,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1247,30,(D24A)  Rio Vista,1299,8/1/2021 23:30,1.73,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1248,30,(D24A)  Rio Vista,1299,8/1/2021 23:45,2.03,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1249,30,(D24A)  Rio Vista,1299,8/2/2021 0:00,1.7,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1250,30,(D24A)  Rio Vista,1299,8/2/2021 0:15,1.67,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1251,30,(D24A)  Rio Vista,1299,8/2/2021 0:30,1.69,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1252,30,(D24A)  Rio Vista,1299,8/2/2021 0:45,1.74,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1253,30,(D24A)  Rio Vista,1299,8/2/2021 1:00,1.81,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1254,30,(D24A)  Rio Vista,1299,8/2/2021 1:15,2.05,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1255,30,(D24A)  Rio Vista,1299,8/2/2021 1:30,1.91,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1256,30,(D24A)  Rio Vista,1299,8/2/2021 1:45,1.89,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1257,30,(D24A)  Rio Vista,1299,8/2/2021 2:00,1.95,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1258,30,(D24A)  Rio Vista,1299,8/2/2021 2:15,2.17,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1259,30,(D24A)  Rio Vista,1299,8/2/2021 2:30,1.96,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1260,30,(D24A)  Rio Vista,1299,8/2/2021 2:45,2.07,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1261,30,(D24A)  Rio Vista,1299,8/2/2021 3:00,2.03,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1262,30,(D24A)  Rio Vista,1299,8/2/2021 3:15,1.98,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1263,30,(D24A)  Rio Vista,1299,8/2/2021 3:30,1.85,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1264,30,(D24A)  Rio Vista,1299,8/2/2021 3:45,1.79,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1265,30,(D24A)  Rio Vista,1299,8/2/2021 4:00,1.85,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1266,30,(D24A)  Rio Vista,1299,8/2/2021 4:15,1.88,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1267,30,(D24A)  Rio Vista,1299,8/2/2021 4:30,1.62,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1268,30,(D24A)  Rio Vista,1299,8/2/2021 4:45,1.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1269,30,(D24A)  Rio Vista,1299,8/2/2021 5:00,1.61,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1270,30,(D24A)  Rio Vista,1299,8/2/2021 5:15,1.54,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1271,30,(D24A)  Rio Vista,1299,8/2/2021 5:30,1.45,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1272,30,(D24A)  Rio Vista,1299,8/2/2021 5:45,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1273,30,(D24A)  Rio Vista,1299,8/2/2021 6:00,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1274,30,(D24A)  Rio Vista,1299,8/2/2021 6:15,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1275,30,(D24A)  Rio Vista,1299,8/2/2021 6:30,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1276,30,(D24A)  Rio Vista,1299,8/2/2021 6:45,1.21,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1277,30,(D24A)  Rio Vista,1299,8/2/2021 7:00,1.14,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1278,30,(D24A)  Rio Vista,1299,8/2/2021 7:15,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1279,30,(D24A)  Rio Vista,1299,8/2/2021 7:30,1.18,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1280,30,(D24A)  Rio Vista,1299,8/2/2021 7:45,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1281,30,(D24A)  Rio Vista,1299,8/2/2021 8:00,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1282,30,(D24A)  Rio Vista,1299,8/2/2021 8:15,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1283,30,(D24A)  Rio Vista,1299,8/2/2021 8:30,1.18,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1284,30,(D24A)  Rio Vista,1299,8/2/2021 8:45,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1285,30,(D24A)  Rio Vista,1299,8/2/2021 9:00,1.09,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1286,30,(D24A)  Rio Vista,1299,8/2/2021 9:15,1.18,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1287,30,(D24A)  Rio Vista,1299,8/2/2021 9:30,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1288,30,(D24A)  Rio Vista,1299,8/2/2021 9:45,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1289,30,(D24A)  Rio Vista,1299,8/2/2021 10:00,1.05,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1290,30,(D24A)  Rio Vista,1299,8/2/2021 10:15,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1291,30,(D24A)  Rio Vista,1299,8/2/2021 10:30,1.04,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1292,30,(D24A)  Rio Vista,1299,8/2/2021 10:45,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1293,30,(D24A)  Rio Vista,1299,8/2/2021 11:00,1.07,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1294,30,(D24A)  Rio Vista,1299,8/2/2021 11:15,1.17,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1295,30,(D24A)  Rio Vista,1299,8/2/2021 11:30,1.25,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1296,30,(D24A)  Rio Vista,1299,8/2/2021 11:45,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1297,30,(D24A)  Rio Vista,1299,8/2/2021 12:00,1.31,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1298,30,(D24A)  Rio Vista,1299,8/2/2021 12:15,1.26,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1299,30,(D24A)  Rio Vista,1299,8/2/2021 12:30,1.4,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1300,30,(D24A)  Rio Vista,1299,8/2/2021 12:45,1.42,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1301,30,(D24A)  Rio Vista,1299,8/2/2021 13:00,1.41,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1302,30,(D24A)  Rio Vista,1299,8/2/2021 13:15,1.43,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1303,30,(D24A)  Rio Vista,1299,8/2/2021 13:30,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1304,30,(D24A)  Rio Vista,1299,8/2/2021 13:45,1.46,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1305,30,(D24A)  Rio Vista,1299,8/2/2021 14:00,1.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1306,30,(D24A)  Rio Vista,1299,8/2/2021 14:15,1.63,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1307,30,(D24A)  Rio Vista,1299,8/2/2021 14:30,1.5,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1308,30,(D24A)  Rio Vista,1299,8/2/2021 14:45,1.5,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1309,30,(D24A)  Rio Vista,1299,8/2/2021 15:00,1.34,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1310,30,(D24A)  Rio Vista,1299,8/2/2021 15:15,1.41,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1311,30,(D24A)  Rio Vista,1299,8/2/2021 15:30,1.44,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1312,30,(D24A)  Rio Vista,1299,8/2/2021 15:45,1.52,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1313,30,(D24A)  Rio Vista,1299,8/2/2021 16:00,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1314,30,(D24A)  Rio Vista,1299,8/2/2021 16:15,1.48,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1315,30,(D24A)  Rio Vista,1299,8/2/2021 16:30,1.41,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1316,30,(D24A)  Rio Vista,1299,8/2/2021 16:45,1.52,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1317,30,(D24A)  Rio Vista,1299,8/2/2021 17:00,1.47,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1318,30,(D24A)  Rio Vista,1299,8/2/2021 17:15,1.53,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1319,30,(D24A)  Rio Vista,1299,8/2/2021 17:30,1.33,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1320,30,(D24A)  Rio Vista,1299,8/2/2021 17:45,1.48,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1321,30,(D24A)  Rio Vista,1299,8/2/2021 18:00,1.4,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1322,30,(D24A)  Rio Vista,1299,8/2/2021 18:15,1.38,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1323,30,(D24A)  Rio Vista,1299,8/2/2021 18:30,1.39,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1324,30,(D24A)  Rio Vista,1299,8/2/2021 18:45,1.46,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1325,30,(D24A)  Rio Vista,1299,8/2/2021 19:00,1.52,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1326,30,(D24A)  Rio Vista,1299,8/2/2021 19:15,1.55,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1327,30,(D24A)  Rio Vista,1299,8/2/2021 19:30,1.52,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1328,30,(D24A)  Rio Vista,1299,8/2/2021 19:45,1.65,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1329,30,(D24A)  Rio Vista,1299,8/2/2021 20:00,1.63,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1330,30,(D24A)  Rio Vista,1299,8/2/2021 20:15,1.73,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1331,30,(D24A)  Rio Vista,1299,8/2/2021 20:30,1.79,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1332,30,(D24A)  Rio Vista,1299,8/2/2021 20:45,1.89,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1333,30,(D24A)  Rio Vista,1299,8/2/2021 21:00,2.17,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1334,30,(D24A)  Rio Vista,1299,8/2/2021 21:15,2.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1335,30,(D24A)  Rio Vista,1299,8/2/2021 21:30,2.36,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1336,30,(D24A)  Rio Vista,1299,8/2/2021 21:45,2.4,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1337,30,(D24A)  Rio Vista,1299,8/2/2021 22:00,2.31,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1338,30,(D24A)  Rio Vista,1299,8/2/2021 22:15,2.25,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1339,30,(D24A)  Rio Vista,1299,8/2/2021 22:30,2.33,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1340,30,(D24A)  Rio Vista,1299,8/2/2021 22:45,2.17,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1341,30,(D24A)  Rio Vista,1299,8/2/2021 23:00,2.14,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1342,30,(D24A)  Rio Vista,1299,8/2/2021 23:15,2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1343,30,(D24A)  Rio Vista,1299,8/2/2021 23:30,2.04,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1344,30,(D24A)  Rio Vista,1299,8/2/2021 23:45,2.07,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1345,30,(D24A)  Rio Vista,1299,8/3/2021 0:00,2.05,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1346,30,(D24A)  Rio Vista,1299,8/3/2021 0:15,3.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1347,30,(D24A)  Rio Vista,1299,8/3/2021 0:30,1.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1348,30,(D24A)  Rio Vista,1299,8/3/2021 0:45,1.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1349,30,(D24A)  Rio Vista,1299,8/3/2021 1:00,1.88,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1350,30,(D24A)  Rio Vista,1299,8/3/2021 1:15,1.79,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1351,30,(D24A)  Rio Vista,1299,8/3/2021 1:30,1.76,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1352,30,(D24A)  Rio Vista,1299,8/3/2021 1:45,1.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1353,30,(D24A)  Rio Vista,1299,8/3/2021 2:00,1.81,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1354,30,(D24A)  Rio Vista,1299,8/3/2021 2:15,2.06,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1355,30,(D24A)  Rio Vista,1299,8/3/2021 2:30,1.93,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1356,30,(D24A)  Rio Vista,1299,8/3/2021 2:45,1.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1357,30,(D24A)  Rio Vista,1299,8/3/2021 3:00,1.94,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1358,30,(D24A)  Rio Vista,1299,8/3/2021 3:15,1.89,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1359,30,(D24A)  Rio Vista,1299,8/3/2021 3:30,2.06,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1360,30,(D24A)  Rio Vista,1299,8/3/2021 3:45,1.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1361,30,(D24A)  Rio Vista,1299,8/3/2021 4:00,1.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1362,30,(D24A)  Rio Vista,1299,8/3/2021 4:15,1.88,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1363,30,(D24A)  Rio Vista,1299,8/3/2021 4:30,1.78,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1364,30,(D24A)  Rio Vista,1299,8/3/2021 4:45,1.84,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1365,30,(D24A)  Rio Vista,1299,8/3/2021 5:00,1.64,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1366,30,(D24A)  Rio Vista,1299,8/3/2021 5:15,1.73,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1367,30,(D24A)  Rio Vista,1299,8/3/2021 5:30,1.45,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1368,30,(D24A)  Rio Vista,1299,8/3/2021 5:45,1.37,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1369,30,(D24A)  Rio Vista,1299,8/3/2021 6:00,1.39,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1370,30,(D24A)  Rio Vista,1299,8/3/2021 6:15,1.27,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1371,30,(D24A)  Rio Vista,1299,8/3/2021 6:30,1.21,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1372,30,(D24A)  Rio Vista,1299,8/3/2021 6:45,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1373,30,(D24A)  Rio Vista,1299,8/3/2021 7:00,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1374,30,(D24A)  Rio Vista,1299,8/3/2021 7:15,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1375,30,(D24A)  Rio Vista,1299,8/3/2021 7:30,1.21,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1376,30,(D24A)  Rio Vista,1299,8/3/2021 7:45,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1377,30,(D24A)  Rio Vista,1299,8/3/2021 8:00,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1378,30,(D24A)  Rio Vista,1299,8/3/2021 8:15,1.22,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1379,30,(D24A)  Rio Vista,1299,8/3/2021 8:30,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1380,30,(D24A)  Rio Vista,1299,8/3/2021 8:45,1.16,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1381,30,(D24A)  Rio Vista,1299,8/3/2021 9:00,1.05,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1382,30,(D24A)  Rio Vista,1299,8/3/2021 9:15,0.99,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1383,30,(D24A)  Rio Vista,1299,8/3/2021 9:30,1.07,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1384,30,(D24A)  Rio Vista,1299,8/3/2021 9:45,1.05,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1385,30,(D24A)  Rio Vista,1299,8/3/2021 10:00,1.09,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1386,30,(D24A)  Rio Vista,1299,8/3/2021 10:15,1.06,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1387,30,(D24A)  Rio Vista,1299,8/3/2021 10:30,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1388,30,(D24A)  Rio Vista,1299,8/3/2021 10:45,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1389,30,(D24A)  Rio Vista,1299,8/3/2021 11:00,1.09,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1390,30,(D24A)  Rio Vista,1299,8/3/2021 11:15,1.1,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1391,30,(D24A)  Rio Vista,1299,8/3/2021 11:30,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1392,30,(D24A)  Rio Vista,1299,8/3/2021 11:45,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1393,30,(D24A)  Rio Vista,1299,8/3/2021 12:00,1.25,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
1394,30,(D24A)  Rio Vista,1299,8/3/2021 12:15,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
