LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Dissolved ortho-Phosphate,14265442,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Pheophytin a,0,2.01,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Total Phosphorus,7723140,0.056,0.01,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Dissolved Silica (SiO2),7631869,15.1,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Total Dissolved Solids,0,120,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Total Suspended Solids,0,23.6,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Volatile Suspended Solids,0,<2.5,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Total Kjeldahl Nitrogen,0,0.246,0.10,mg/L as N,EPA 351.2 [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Field Chlorophyll Volume,0, 500,1,mL,Chlorophyll Volume Filtered [1]*,1 mL,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Field Specific Conductance,0, 1960,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,ES1021B0267,10/13/2021 09:58,Field Water Temperature,0, 15,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
"
",,,,,,,,,,,,,,,,
"*Codes in brackets ([]) following the analyte name refer to the Method Comparibility Code.  For more information, please refer to https://cdowr-dev.outsystemsenterprise.com/WaterDataLibrary/MTCCodes.aspx.",,,,,,,,,,,,,,,,
